,Sustained Wind Speed (kts),Gust Factor,Year,Month,Day
0,2.74,0.9854014598540146,2014,12,11
1,2.37,1.139240506329114,2014,12,11
2,9.47,1.174234424498416,2015,2,14
3,3.65,3.1698630136986297,2015,2,15
4,0.52,10.5,2015,2,15
5,2.68,1.58955223880597,2015,2,15
6,5.46,1.448717948717949,2015,2,15
7,3.21,1.3271028037383177,2015,2,15
8,4.43,1.7065462753950338,2015,2,15
9,4.08,1.2573529411764706,2015,2,15
10,3.91,1.3759590792838874,2015,2,15
11,14.68,1.2724795640326976,2015,2,27
12,14.15,1.0812720848056538,2015,3,2
13,22.68,1.1494708994708995,2015,3,2
14,23.11,1.094331458243185,2015,3,2
15,27.19,1.1566752482530342,2015,3,25
16,2.43,2.1440329218106995,2015,3,26
17,4.18,1.3301435406698563,2015,3,26
18,11.82,1.3959390862944163,2015,4,4
19,0.17,2.0588235294117645,2015,4,9
20,21.03,1.313361864003804,2015,4,14
21,2.78,2.1618705035971217,2015,4,14
22,0.1,5.2,2015,4,19
23,1.9,5.9421052631578934,2015,4,22
24,25.99,1.1204309349749906,2015,4,23
25,3.56,1.3707865168539326,2015,4,25
26,11.99,1.2385321100917428,2015,4,26
27,12.17,1.113393590797042,2015,4,26
28,2.1,2.980952380952381,2015,4,26
29,10.17,1.1789577187807276,2015,5,3
30,21.36,1.367041198501873,2015,5,4
31,19.13,1.090433873497125,2015,5,4
32,14.6,1.1013698630136983,2015,5,5
33,2.25,1.5466666666666666,2015,5,9
34,10.59,1.0991501416430596,2015,5,12
35,11.9,1.3277310924369747,2015,5,12
36,5.31,1.570621468926554,2015,5,13
37,20.94,1.908787010506208,2015,5,22
38,11.12,1.2500000000000002,2015,5,22
39,3.03,3.0990099009900995,2015,5,23
40,16.6,1.2084337349397591,2015,5,28
41,6.01,3.8752079866888525,2015,5,29
42,3.91,1.6445012787723785,2015,5,31
43,2.68,1.5597014925373132,2015,5,31
44,24.49,1.4050632911392404,2015,6,14
45,14.68,1.5211171662125342,2015,6,14
46,8.09,2.288009888751545,2015,6,15
47,7.04,2.9630681818181817,2015,6,15
48,35.28,1.0858843537414966,2015,6,15
49,22.41,1.3186077643908969,2015,6,15
50,16.68,1.4634292565947242,2015,6,16
51,20.16,1.3139880952380951,2015,6,16
52,15.73,1.2924348378893833,2015,6,16
53,9.64,1.6856846473029046,2015,6,16
54,13.72,1.7172011661807578,2015,6,16
55,14.6,1.5178082191780822,2015,6,16
56,5.73,2.411867364746946,2015,6,18
57,15.03,1.3013972055888223,2015,6,19
58,1.75,2.2342857142857144,2015,6,29
59,8.24,1.3616504854368932,2015,7,2
60,3.48,1.7270114942528736,2015,7,2
61,3.91,1.5549872122762147,2015,7,2
62,1.4,5.471428571428572,2015,7,4
63,4.53,1.7240618101545253,2015,7,20
64,27.12,1.2205014749262535,2015,7,20
65,9.82,1.4409368635437882,2015,7,21
66,0.78,4.230769230769232,2015,7,23
67,2.95,1.4440677966101694,2015,7,23
68,0.35,9.171428571428573,2015,7,24
69,3.3,2.975757575757576,2015,8,2
70,7.74,1.4689922480620154,2015,8,3
71,21.91,1.3327247832040163,2015,8,4
72,15.8,1.2265822784810123,2015,8,4
73,1.4,3.4857142857142858,2015,8,7
74,1.75,1.731428571428571,2015,8,7
75,5.31,1.3917137476459511,2015,8,7
76,1.65,2.684848484848485,2015,8,8
77,1.56,6.6923076923076925,2015,8,15
78,7.21,1.228848821081831,2015,8,15
79,8.34,1.2398081534772185,2015,8,15
80,8.69,1.578826237054085,2015,8,15
81,5.21,1.7005758157389634,2015,8,20
82,4.53,2.1280353200883004,2015,8,21
83,2.95,2.1796610169491517,2015,8,23
84,8.59,1.6472642607683354,2015,8,25
85,2.88,2.2013888888888893,2015,8,26
86,2.43,2.3909465020576133,2015,8,30
87,5.56,1.4046762589928057,2015,8,30
