# The provisional data available here are intended for diverse user applications.
# For data required for a court of law or regulatory purposes, review the information 
# available from the NCEI (https://www.ncdc.noaa.gov/customer-support/certification-data)
# or consult a CCM (http://www.nicm.org).
# STATION: HHKA2
# STATION NAME: Haines Highway @ Klehini MP 36.6
# LATITUDE: 59.43865
# LONGITUDE: -136.27274
# ELEVATION [ft]: 604
# STATE: AK
Station_ID,Date_Time,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,wind_cardinal_direction_set_1d
,,knots,Degrees,knots,Code
HHKA2,2016-06-25T19:51:00Z,5.4,85.0,8.63,E
HHKA2,2016-06-25T20:51:00Z,5.95,90.0,10.24,E
HHKA2,2016-06-25T21:52:00Z,5.95,90.0,8.63,E
HHKA2,2016-06-25T22:12:00Z,7.54,95.0,10.24,E
HHKA2,2016-06-25T22:43:00Z,9.72,80.0,12.4,E
HHKA2,2016-06-25T23:11:00Z,7.54,80.0,10.79,E
HHKA2,2016-06-25T23:51:00Z,8.63,85.0,10.79,E
HHKA2,2016-06-26T00:11:00Z,7.54,85.0,9.72,E
HHKA2,2016-06-26T00:51:00Z,9.17,85.0,12.4,E
HHKA2,2016-06-26T01:51:00Z,9.17,85.0,14.03,E
HHKA2,2016-06-26T02:51:00Z,9.17,80.0,11.88,E
HHKA2,2016-06-26T03:11:00Z,8.09,75.0,10.79,ENE
HHKA2,2016-06-26T03:32:00Z,5.95,70.0,12.4,ENE
HHKA2,2016-06-26T04:12:00Z,5.4,75.0,11.33,ENE
HHKA2,2016-06-26T04:51:00Z,4.86,75.0,10.24,ENE
HHKA2,2016-06-26T05:11:00Z,4.86,85.0,8.63,E
HHKA2,2016-06-26T05:30:00Z,4.32,65.0,11.33,ENE
HHKA2,2016-06-26T06:30:00Z,3.25,15.0,7.54,NNE
HHKA2,2016-06-26T06:50:00Z,1.09,35.0,5.95,NE
HHKA2,2016-06-26T07:29:00Z,0.54,315.0,3.25,NW
HHKA2,2016-06-26T07:48:00Z,0.54,290.0,2.7,WNW
HHKA2,2016-06-26T08:28:00Z,1.61,40.0,5.95,NE
HHKA2,2016-06-26T09:28:00Z,4.32,55.0,8.09,NE
HHKA2,2016-06-26T09:48:00Z,3.77,60.0,5.4,ENE
HHKA2,2016-06-26T10:28:00Z,3.77,65.0,5.4,ENE
HHKA2,2016-06-26T10:49:00Z,2.7,50.0,4.86,NE
HHKA2,2016-06-26T11:29:00Z,3.77,70.0,7.54,ENE
HHKA2,2016-06-26T11:50:00Z,3.25,35.0,5.95,NE
HHKA2,2016-06-26T12:10:00Z,2.7,35.0,5.4,NE
HHKA2,2016-06-26T12:51:00Z,4.86,55.0,8.09,NE
HHKA2,2016-06-26T13:10:00Z,5.95,65.0,8.09,ENE
HHKA2,2016-06-26T13:51:00Z,8.63,80.0,11.33,E
HHKA2,2016-06-26T14:52:00Z,9.17,90.0,12.95,E
HHKA2,2016-06-26T15:12:00Z,8.63,80.0,13.49,E
HHKA2,2016-06-26T17:33:00Z,9.17,80.0,12.95,E
HHKA2,2016-06-26T18:11:00Z,10.24,80.0,12.95,E
HHKA2,2016-06-26T18:51:00Z,8.63,85.0,12.4,E
HHKA2,2016-06-26T19:11:00Z,8.09,80.0,11.33,E
HHKA2,2016-06-26T19:51:00Z,9.17,80.0,10.79,E
HHKA2,2016-06-26T20:16:00Z,8.09,80.0,10.79,E
HHKA2,2016-06-26T20:51:00Z,8.63,80.0,10.79,E
HHKA2,2016-06-26T21:11:00Z,3.77,80.0,8.63,E
HHKA2,2016-06-26T21:32:00Z,6.47,80.0,8.63,E
HHKA2,2016-06-26T22:11:00Z,7.02,80.0,8.09,E
HHKA2,2016-06-26T22:51:00Z,5.95,90.0,8.09,E
HHKA2,2016-06-26T23:11:00Z,4.86,80.0,7.54,E
HHKA2,2016-06-26T23:31:00Z,6.47,90.0,8.63,E
HHKA2,2016-06-27T00:11:00Z,3.77,50.0,7.54,NE
HHKA2,2016-06-27T00:31:00Z,4.86,65.0,7.54,ENE
HHKA2,2016-06-27T01:11:00Z,6.47,70.0,10.79,ENE
HHKA2,2016-06-27T01:51:00Z,3.25,70.0,8.09,ENE
HHKA2,2016-06-27T02:11:00Z,1.61,60.0,6.47,ENE
HHKA2,2016-06-27T02:51:00Z,4.86,60.0,9.17,ENE
HHKA2,2016-06-27T03:11:00Z,5.4,65.0,8.09,ENE
HHKA2,2016-06-27T03:51:00Z,3.77,85.0,7.02,E
