# The provisional data available here are intended for diverse user applications.
# For data required for a court of law or regulatory purposes, review the information 
# available from the NCEI (https://www.ncdc.noaa.gov/customer-support/certification-data)
# or consult a CCM (http://www.nicm.org).
# STATION: PEWA2
# STATION NAME: PILLAR ROCK
# LATITUDE: 56.56667
# LONGITUDE: -134.33250
# ELEVATION [ft]: 0
# STATE: AK
Station_ID,Date_Time,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,wind_cardinal_direction_set_1d
PEWA2,2019-08-20T22:57:00Z,9.56,23.0,10.44,NNE
PEWA2,2019-08-20T23:57:00Z,10.44,31.0,13.02,NNE
PEWA2,2019-08-21T00:57:00Z,12.17,20.0,13.02,NNE
PEWA2,2019-08-21T01:57:00Z,11.29,23.0,14.77,NNE
PEWA2,2019-08-21T02:57:00Z,11.29,7.0,13.02,N
PEWA2,2019-08-21T03:57:00Z,14.77,18.0,16.5,NNE
PEWA2,2019-08-21T04:57:00Z,16.5,12.0,20.86,NNE
PEWA2,2019-08-21T05:57:00Z,13.9,12.0,17.38,NNE
PEWA2,2019-08-21T06:57:00Z,12.17,358.0,16.5,N
PEWA2,2019-08-21T07:57:00Z,13.9,341.0,16.5,NNW
PEWA2,2019-08-21T08:57:00Z,14.77,336.0,19.98,NNW
PEWA2,2019-08-21T09:57:00Z,14.77,335.0,19.13,NNW
PEWA2,2019-08-21T10:57:00Z,16.5,340.0,23.46,NNW
PEWA2,2019-08-21T11:57:00Z,17.38,341.0,23.46,NNW
PEWA2,2019-08-21T12:57:00Z,12.17,341.0,19.98,NNW
PEWA2,2019-08-21T13:57:00Z,7.81,359.0,9.56,N
PEWA2,2019-08-21T14:57:00Z,8.69,349.0,13.9,N
PEWA2,2019-08-21T15:57:00Z,6.96,40.0,11.29,NE
PEWA2,2019-08-21T16:57:00Z,6.08,33.0,6.96,NNE
PEWA2,2019-08-21T17:57:00Z,2.6,346.0,2.6,NNW
PEWA2,2019-08-21T18:57:00Z,6.08,183.0,6.08,S
PEWA2,2019-08-21T19:57:00Z,6.08,183.0,8.69,S
PEWA2,2019-08-21T20:57:00Z,6.08,168.0,10.44,SSE
PEWA2,2019-08-21T21:57:00Z,6.96,153.0,9.56,SSE
PEWA2,2019-08-21T22:57:00Z,6.96,164.0,12.17,SSE
PEWA2,2019-08-21T23:57:00Z,7.81,170.0,9.56,S
PEWA2,2019-08-22T00:57:00Z,6.96,180.0,9.56,S
PEWA2,2019-08-22T01:57:00Z,5.21,227.0,6.96,SW
PEWA2,2019-08-22T02:57:00Z,3.48,181.0,5.21,S
PEWA2,2019-08-22T03:57:00Z,6.96,149.0,9.56,SSE
PEWA2,2019-08-22T04:57:00Z,6.08,161.0,6.96,SSE
PEWA2,2019-08-22T05:57:00Z,6.96,167.0,9.56,SSE
PEWA2,2019-08-22T06:57:00Z,6.08,144.0,11.29,SE
PEWA2,2019-08-22T07:57:00Z,6.08,137.0,13.02,SE
PEWA2,2019-08-22T08:57:00Z,9.56,160.0,13.02,SSE
PEWA2,2019-08-22T09:57:00Z,8.69,139.0,13.02,SE
PEWA2,2019-08-22T10:57:00Z,9.56,143.0,11.29,SE
PEWA2,2019-08-22T11:57:00Z,7.81,142.0,9.56,SE
PEWA2,2019-08-22T12:57:00Z,8.69,133.0,12.17,SE
PEWA2,2019-08-22T13:57:00Z,8.69,134.0,11.29,SE
PEWA2,2019-08-22T14:57:00Z,9.56,128.0,13.02,SE
PEWA2,2019-08-22T15:57:00Z,6.96,105.0,11.29,ESE
PEWA2,2019-08-22T16:57:00Z,8.69,115.0,12.17,ESE
PEWA2,2019-08-22T17:57:00Z,7.81,126.0,12.17,SE
PEWA2,2019-08-22T18:57:00Z,8.69,135.0,18.25,SE
PEWA2,2019-08-22T19:57:00Z,4.33,87.0,9.56,E
PEWA2,2019-08-22T20:57:00Z,9.56,134.0,15.65,SE
PEWA2,2019-08-22T21:57:00Z,7.81,165.0,19.13,SSE
PEWA2,2019-08-22T23:57:00Z,6.96,139.0,17.38,SE
PEWA2,2019-08-23T00:57:00Z,8.69,108.0,26.07,ESE
PEWA2,2019-08-23T01:57:00Z,8.69,1.0,19.13,N
PEWA2,2019-08-23T02:57:00Z,6.96,51.0,15.65,NE
PEWA2,2019-08-23T03:57:00Z,1.75,293.0,19.98,WNW
PEWA2,2019-08-23T04:57:00Z,3.48,360.0,10.44,N
PEWA2,2019-08-23T05:57:00Z,4.33,92.0,6.96,E
PEWA2,2019-08-23T06:57:00Z,4.33,16.0,13.02,NNE
PEWA2,2019-08-23T07:57:00Z,9.56,144.0,17.38,SE
PEWA2,2019-08-23T08:57:00Z,4.33,121.0,11.29,ESE
PEWA2,2019-08-23T09:57:00Z,2.6,71.0,15.65,ENE
PEWA2,2019-08-23T10:57:00Z,8.69,92.0,19.13,E
PEWA2,2019-08-23T11:57:00Z,10.44,104.0,20.86,ESE
PEWA2,2019-08-23T12:57:00Z,8.69,112.0,18.25,ESE
PEWA2,2019-08-23T13:57:00Z,6.08,117.0,11.29,ESE
PEWA2,2019-08-23T14:57:00Z,10.44,97.0,16.5,E
PEWA2,2019-08-23T15:57:00Z,8.69,83.0,15.65,E
PEWA2,2019-08-23T16:57:00Z,8.69,117.0,15.65,ESE
PEWA2,2019-08-23T17:57:00Z,6.08,39.0,13.02,NE
PEWA2,2019-08-23T18:57:00Z,8.69,55.0,15.65,NE
PEWA2,2019-08-23T19:57:00Z,8.69,32.0,13.02,NNE
PEWA2,2019-08-23T20:57:00Z,10.44,117.0,25.19,ESE
PEWA2,2019-08-23T21:57:00Z,11.29,114.0,19.13,ESE
PEWA2,2019-08-23T22:57:00Z,9.56,162.0,14.77,SSE
PEWA2,2019-08-23T23:57:00Z,9.56,134.0,15.65,SE
PEWA2,2019-08-24T00:57:00Z,10.44,123.0,13.9,ESE
PEWA2,2019-08-24T01:57:00Z,6.96,141.0,10.44,SE
PEWA2,2019-08-24T02:57:00Z,11.29,101.0,15.65,E
PEWA2,2019-08-24T03:57:00Z,9.56,119.0,14.77,ESE
PEWA2,2019-08-24T04:57:00Z,4.33,133.0,15.65,SE
PEWA2,2019-08-24T05:57:00Z,5.21,57.0,10.44,ENE
PEWA2,2019-08-24T06:57:00Z,6.08,48.0,9.56,NE
PEWA2,2019-08-24T07:57:00Z,9.56,336.0,10.44,NNW
PEWA2,2019-08-24T08:57:00Z,5.21,338.0,7.81,NNW
PEWA2,2019-08-24T09:57:00Z,4.33,359.0,5.21,N
PEWA2,2019-08-24T10:57:00Z,7.81,329.0,7.81,NNW
PEWA2,2019-08-24T11:57:00Z,9.56,331.0,13.02,NNW
PEWA2,2019-08-24T12:57:00Z,3.48,35.0,4.33,NE
PEWA2,2019-08-24T13:57:00Z,3.48,355.0,4.33,N
PEWA2,2019-08-24T14:57:00Z,0.87,277.0,2.6,W
PEWA2,2019-08-24T15:57:00Z,0.0,,0.0,
PEWA2,2019-08-24T16:57:00Z,3.48,197.0,4.33,SSW
PEWA2,2019-08-24T17:57:00Z,6.96,163.0,8.69,SSE
PEWA2,2019-08-24T18:57:00Z,8.69,154.0,11.29,SSE
PEWA2,2019-08-24T19:57:00Z,8.69,146.0,11.29,SE
PEWA2,2019-08-24T20:57:00Z,6.96,146.0,10.44,SE
PEWA2,2019-08-24T21:57:00Z,6.08,179.0,8.69,S
PEWA2,2019-08-24T22:57:00Z,7.81,205.0,8.69,SSW
PEWA2,2019-08-24T23:57:00Z,10.44,162.0,14.77,SSE
PEWA2,2019-08-25T00:57:00Z,8.69,144.0,14.77,SE
PEWA2,2019-08-25T01:57:00Z,11.29,164.0,14.77,SSE
PEWA2,2019-08-25T02:57:00Z,12.17,164.0,16.5,SSE
PEWA2,2019-08-25T03:57:00Z,10.44,159.0,13.02,SSE
PEWA2,2019-08-25T04:57:00Z,10.44,161.0,16.5,SSE
PEWA2,2019-08-25T05:57:00Z,8.69,157.0,15.65,SSE
PEWA2,2019-08-25T06:57:00Z,10.44,144.0,11.29,SE
PEWA2,2019-08-25T07:57:00Z,9.56,149.0,13.02,SSE
PEWA2,2019-08-25T08:57:00Z,9.56,142.0,13.9,SE
PEWA2,2019-08-25T09:57:00Z,9.56,140.0,15.65,SE
PEWA2,2019-08-25T10:57:00Z,9.56,140.0,12.17,SE
PEWA2,2019-08-25T11:57:00Z,9.56,164.0,12.17,SSE
PEWA2,2019-08-25T12:57:00Z,9.56,147.0,13.02,SSE
PEWA2,2019-08-25T13:57:00Z,10.44,146.0,13.9,SE
PEWA2,2019-08-25T14:57:00Z,9.56,133.0,13.9,SE
PEWA2,2019-08-25T15:57:00Z,10.44,142.0,13.02,SE
PEWA2,2019-08-25T16:57:00Z,10.44,149.0,14.77,SSE
PEWA2,2019-08-25T17:57:00Z,8.69,149.0,12.17,SSE
PEWA2,2019-08-25T18:57:00Z,8.69,157.0,10.44,SSE
PEWA2,2019-08-25T19:57:00Z,8.69,151.0,13.02,SSE
PEWA2,2019-08-25T20:57:00Z,12.17,171.0,14.77,S
PEWA2,2019-08-25T21:57:00Z,9.56,152.0,11.29,SSE
PEWA2,2019-08-25T22:57:00Z,12.17,178.0,13.9,S
PEWA2,2019-08-25T23:57:00Z,11.29,175.0,13.02,S
PEWA2,2019-08-26T00:57:00Z,11.29,173.0,13.9,S
PEWA2,2019-08-26T01:57:00Z,10.44,151.0,15.65,SSE
PEWA2,2019-08-26T02:57:00Z,8.69,151.0,13.9,SSE
PEWA2,2019-08-26T03:57:00Z,10.44,152.0,12.17,SSE
PEWA2,2019-08-26T04:57:00Z,11.29,154.0,19.13,SSE
PEWA2,2019-08-26T05:57:00Z,8.69,154.0,12.17,SSE
PEWA2,2019-08-26T06:57:00Z,6.96,149.0,13.02,SSE
PEWA2,2019-08-26T07:57:00Z,3.48,138.0,5.21,SE
PEWA2,2019-08-26T08:57:00Z,4.33,17.0,5.21,NNE
PEWA2,2019-08-26T09:57:00Z,1.75,22.0,4.33,NNE
PEWA2,2019-08-26T10:57:00Z,6.96,133.0,9.56,SE
PEWA2,2019-08-26T11:57:00Z,0.87,124.0,6.08,SE
PEWA2,2019-08-26T12:57:00Z,2.6,30.0,3.48,NNE
PEWA2,2019-08-26T13:57:00Z,0.0,,3.48,
PEWA2,2019-08-26T14:57:00Z,0.87,101.0,2.6,E
PEWA2,2019-08-26T15:57:00Z,3.48,343.0,4.33,NNW
PEWA2,2019-08-26T16:57:00Z,0.87,67.0,4.33,ENE
PEWA2,2019-08-26T17:57:00Z,1.75,334.0,5.21,NNW
PEWA2,2019-08-26T18:57:00Z,4.33,14.0,9.56,NNE
PEWA2,2019-08-26T19:57:00Z,5.21,23.0,11.29,NNE
PEWA2,2019-08-26T20:57:00Z,5.21,13.0,8.69,NNE
PEWA2,2019-08-26T21:57:00Z,7.81,41.0,12.17,NE
PEWA2,2019-08-26T22:57:00Z,7.81,75.0,9.56,ENE
PEWA2,2019-08-26T23:57:00Z,8.69,110.0,16.5,ESE
PEWA2,2019-08-27T00:57:00Z,10.44,98.0,17.38,E
PEWA2,2019-08-27T01:57:00Z,16.5,124.0,20.86,SE
PEWA2,2019-08-27T02:57:00Z,14.77,127.0,21.71,SE
PEWA2,2019-08-27T03:57:00Z,21.71,157.0,24.34,SSE
PEWA2,2019-08-27T04:57:00Z,21.71,168.0,26.94,SSE
PEWA2,2019-08-27T05:57:00Z,17.38,168.0,20.86,SSE
PEWA2,2019-08-27T06:57:00Z,15.65,190.0,17.38,S
PEWA2,2019-08-27T07:57:00Z,15.65,183.0,18.25,S
PEWA2,2019-08-27T08:57:00Z,14.77,197.0,16.5,SSW
PEWA2,2019-08-27T09:57:00Z,14.77,175.0,17.38,S
PEWA2,2019-08-27T10:57:00Z,11.29,148.0,14.77,SSE
PEWA2,2019-08-27T11:57:00Z,15.65,181.0,18.25,S
PEWA2,2019-08-27T12:57:00Z,13.9,174.0,15.65,S
PEWA2,2019-08-27T13:57:00Z,12.17,169.0,14.77,S
PEWA2,2019-08-27T14:57:00Z,13.9,173.0,16.5,S
PEWA2,2019-08-27T15:57:00Z,13.02,167.0,17.38,SSE
PEWA2,2019-08-27T16:57:00Z,13.02,160.0,15.65,SSE
PEWA2,2019-08-27T17:57:00Z,11.29,158.0,14.77,SSE
PEWA2,2019-08-27T18:57:00Z,10.44,171.0,13.9,S
PEWA2,2019-08-27T19:57:00Z,11.29,174.0,13.9,S
PEWA2,2019-08-27T20:57:00Z,9.56,165.0,11.29,SSE
PEWA2,2019-08-27T21:57:00Z,9.56,166.0,12.17,SSE
PEWA2,2019-08-27T22:57:00Z,9.56,140.0,12.17,SE
PEWA2,2019-08-27T23:57:00Z,8.69,153.0,10.44,SSE
PEWA2,2019-08-28T00:57:00Z,9.56,147.0,13.02,SSE
PEWA2,2019-08-28T01:57:00Z,8.69,132.0,12.17,SE
PEWA2,2019-08-28T02:57:00Z,10.44,161.0,14.77,SSE
PEWA2,2019-08-28T03:57:00Z,7.81,154.0,11.29,SSE
PEWA2,2019-08-28T04:57:00Z,7.81,156.0,9.56,SSE
PEWA2,2019-08-28T05:57:00Z,7.81,146.0,9.56,SE
PEWA2,2019-08-28T06:57:00Z,7.81,155.0,10.44,SSE
PEWA2,2019-08-28T07:57:00Z,4.33,34.0,6.96,NE
PEWA2,2019-08-28T08:57:00Z,4.33,21.0,4.33,NNE
PEWA2,2019-08-28T09:57:00Z,5.21,37.0,6.08,NE
PEWA2,2019-08-28T10:57:00Z,4.33,23.0,5.21,NNE
PEWA2,2019-08-28T11:57:00Z,3.48,38.0,5.21,NE
PEWA2,2019-08-28T12:57:00Z,0.0,,2.6,
PEWA2,2019-08-28T13:57:00Z,1.75,104.0,4.33,ESE
PEWA2,2019-08-28T14:57:00Z,6.08,3.0,6.96,N
PEWA2,2019-08-28T15:57:00Z,5.21,15.0,6.08,NNE
PEWA2,2019-08-28T16:57:00Z,2.6,39.0,2.6,NE
PEWA2,2019-08-28T17:57:00Z,5.21,31.0,5.21,NNE
PEWA2,2019-08-28T18:57:00Z,3.48,21.0,5.21,NNE
PEWA2,2019-08-28T19:57:00Z,5.21,342.0,6.96,NNW
PEWA2,2019-08-28T20:57:00Z,5.21,344.0,8.69,NNW
PEWA2,2019-08-28T21:57:00Z,6.96,329.0,10.44,NNW
PEWA2,2019-08-28T22:57:00Z,10.44,332.0,13.02,NNW
PEWA2,2019-08-28T23:57:00Z,8.69,329.0,11.29,NNW
PEWA2,2019-08-29T00:57:00Z,4.33,53.0,6.96,NE
PEWA2,2019-08-29T01:57:00Z,5.21,40.0,6.08,NE
PEWA2,2019-08-29T02:57:00Z,3.48,26.0,5.21,NNE
PEWA2,2019-08-29T03:57:00Z,4.33,27.0,6.08,NNE
PEWA2,2019-08-29T04:57:00Z,6.08,355.0,9.56,N
PEWA2,2019-08-29T05:57:00Z,5.21,13.0,8.69,NNE
PEWA2,2019-08-29T06:57:00Z,6.08,25.0,6.08,NNE
PEWA2,2019-08-29T07:57:00Z,4.33,28.0,5.21,NNE
PEWA2,2019-08-29T08:57:00Z,4.33,4.0,5.21,N
PEWA2,2019-08-29T09:57:00Z,5.21,22.0,6.08,NNE
PEWA2,2019-08-29T10:57:00Z,5.21,10.0,5.21,N
PEWA2,2019-08-29T11:57:00Z,6.08,16.0,6.96,NNE
PEWA2,2019-08-29T12:57:00Z,6.96,17.0,7.81,NNE
PEWA2,2019-08-29T13:57:00Z,5.21,5.0,6.96,N
PEWA2,2019-08-29T14:57:00Z,5.21,12.0,6.08,NNE
PEWA2,2019-08-29T15:57:00Z,5.21,9.0,6.96,N
PEWA2,2019-08-29T16:57:00Z,5.21,2.0,6.96,N
PEWA2,2019-08-29T17:57:00Z,6.96,1.0,7.81,N
PEWA2,2019-08-29T18:57:00Z,10.44,337.0,12.17,NNW
PEWA2,2019-08-29T19:57:00Z,8.69,340.0,13.9,NNW
PEWA2,2019-08-29T20:57:00Z,6.08,36.0,8.69,NE
PEWA2,2019-08-29T21:57:00Z,5.21,344.0,11.29,NNW
PEWA2,2019-08-29T22:57:00Z,4.33,359.0,7.81,N
PEWA2,2019-08-29T23:57:00Z,4.33,15.0,6.96,NNE
PEWA2,2019-08-30T00:57:00Z,6.08,360.0,8.69,N
PEWA2,2019-08-30T01:57:00Z,6.08,343.0,12.17,NNW
PEWA2,2019-08-30T02:57:00Z,8.69,350.0,11.29,N
PEWA2,2019-08-30T03:57:00Z,6.96,7.0,7.81,N
PEWA2,2019-08-30T04:57:00Z,5.21,20.0,8.69,NNE
PEWA2,2019-08-30T05:57:00Z,5.21,23.0,6.08,NNE
PEWA2,2019-08-30T06:57:00Z,6.96,10.0,6.96,N
PEWA2,2019-08-30T07:57:00Z,7.81,19.0,7.81,NNE
PEWA2,2019-08-30T08:57:00Z,4.33,5.0,5.21,N
PEWA2,2019-08-30T09:57:00Z,6.08,24.0,7.81,NNE
PEWA2,2019-08-30T10:57:00Z,6.08,20.0,6.08,NNE
PEWA2,2019-08-30T11:57:00Z,6.96,18.0,7.81,NNE
PEWA2,2019-08-30T12:57:00Z,6.08,12.0,6.96,NNE
PEWA2,2019-08-30T13:57:00Z,7.81,352.0,8.69,N
PEWA2,2019-08-30T14:57:00Z,6.96,349.0,7.81,N
PEWA2,2019-08-30T15:57:00Z,6.08,1.0,8.69,N
PEWA2,2019-08-30T16:57:00Z,7.81,347.0,11.29,NNW
PEWA2,2019-08-30T17:57:00Z,11.29,334.0,13.9,NNW
PEWA2,2019-08-30T18:57:00Z,5.21,27.0,6.96,NNE
PEWA2,2019-08-30T19:57:00Z,6.08,15.0,7.81,NNE
PEWA2,2019-08-30T20:57:00Z,6.96,27.0,9.56,NNE
PEWA2,2019-08-30T21:57:00Z,6.08,14.0,9.56,NNE
PEWA2,2019-08-30T22:57:00Z,5.21,8.0,9.56,N
PEWA2,2019-08-30T23:57:00Z,4.33,16.0,6.96,NNE
PEWA2,2019-08-31T00:57:00Z,4.33,10.0,6.96,N
PEWA2,2019-08-31T01:57:00Z,5.21,15.0,6.08,NNE
PEWA2,2019-08-31T02:57:00Z,4.33,3.0,7.81,N
PEWA2,2019-08-31T03:57:00Z,5.21,19.0,6.96,NNE
PEWA2,2019-08-31T04:57:00Z,2.6,349.0,3.48,N
PEWA2,2019-08-31T05:57:00Z,4.33,3.0,5.21,N
PEWA2,2019-08-31T06:57:00Z,4.33,358.0,4.33,N
PEWA2,2019-08-31T07:57:00Z,6.08,13.0,6.96,NNE
PEWA2,2019-08-31T08:57:00Z,2.6,7.0,3.48,N
PEWA2,2019-08-31T09:57:00Z,4.33,28.0,5.21,NNE
PEWA2,2019-08-31T10:57:00Z,2.6,38.0,2.6,NE
PEWA2,2019-08-31T11:57:00Z,6.96,5.0,6.96,N
PEWA2,2019-08-31T12:57:00Z,4.33,358.0,4.33,N
PEWA2,2019-08-31T13:57:00Z,5.21,18.0,5.21,NNE
PEWA2,2019-08-31T14:57:00Z,4.33,23.0,5.21,NNE
PEWA2,2019-08-31T15:57:00Z,3.48,11.0,3.48,N
PEWA2,2019-08-31T16:57:00Z,5.21,21.0,6.96,NNE
PEWA2,2019-08-31T17:57:00Z,6.08,345.0,6.96,NNW
PEWA2,2019-08-31T18:57:00Z,7.81,337.0,9.56,NNW
PEWA2,2019-08-31T19:57:00Z,5.21,350.0,5.21,N
PEWA2,2019-08-31T20:57:00Z,5.21,26.0,6.96,NNE
PEWA2,2019-08-31T21:57:00Z,4.33,11.0,7.81,N
PEWA2,2019-08-31T22:57:00Z,5.21,1.0,7.81,N
PEWA2,2019-08-31T23:57:00Z,5.21,12.0,6.96,NNE
PEWA2,2019-09-01T00:57:00Z,6.08,24.0,6.96,NNE
PEWA2,2019-09-01T01:57:00Z,4.33,358.0,5.21,N
PEWA2,2019-09-01T02:57:00Z,1.75,329.0,3.48,NNW
PEWA2,2019-09-01T03:57:00Z,5.21,203.0,6.96,SSW
PEWA2,2019-09-01T04:57:00Z,6.96,156.0,9.56,SSE
PEWA2,2019-09-01T05:57:00Z,0.0,,0.87,
PEWA2,2019-09-01T06:57:00Z,1.75,20.0,2.6,NNE
PEWA2,2019-09-01T07:57:00Z,0.87,162.0,1.75,SSE
PEWA2,2019-09-01T08:57:00Z,0.87,63.0,1.75,ENE
PEWA2,2019-09-01T09:57:00Z,0.0,,0.87,
PEWA2,2019-09-01T10:57:00Z,0.0,,1.75,
PEWA2,2019-09-01T11:57:00Z,1.75,41.0,1.75,NE
PEWA2,2019-09-01T12:57:00Z,2.6,31.0,3.48,NNE
PEWA2,2019-09-01T13:57:00Z,4.33,12.0,5.21,NNE
PEWA2,2019-09-01T14:57:00Z,5.21,47.0,6.08,NE
PEWA2,2019-09-01T15:57:00Z,3.48,23.0,3.48,NNE
PEWA2,2019-09-01T16:57:00Z,2.6,6.0,2.6,N
PEWA2,2019-09-01T17:57:00Z,0.87,31.0,2.6,NNE
PEWA2,2019-09-01T18:57:00Z,0.87,265.0,1.75,W
PEWA2,2019-09-01T19:57:00Z,1.75,255.0,2.6,WSW
PEWA2,2019-09-01T20:57:00Z,2.6,269.0,3.48,W
PEWA2,2019-09-01T21:57:00Z,1.75,273.0,3.48,W
PEWA2,2019-09-01T22:57:00Z,2.6,221.0,3.48,SW
PEWA2,2019-09-01T23:57:00Z,6.96,201.0,6.96,SSW
PEWA2,2019-09-02T00:57:00Z,6.96,192.0,6.96,SSW
PEWA2,2019-09-02T01:57:00Z,8.69,177.0,8.69,S
PEWA2,2019-09-02T02:57:00Z,7.81,173.0,8.69,S
PEWA2,2019-09-02T03:57:00Z,6.08,185.0,6.96,S
PEWA2,2019-09-02T04:57:00Z,6.08,159.0,6.96,SSE
PEWA2,2019-09-02T05:57:00Z,0.0,,0.0,
PEWA2,2019-09-02T06:57:00Z,0.0,,0.0,
PEWA2,2019-09-02T07:57:00Z,1.75,191.0,2.6,S
PEWA2,2019-09-02T08:57:00Z,3.48,192.0,5.21,SSW
PEWA2,2019-09-02T09:57:00Z,6.08,174.0,6.08,S
PEWA2,2019-09-02T10:57:00Z,4.33,158.0,5.21,SSE
PEWA2,2019-09-02T11:57:00Z,11.29,150.0,14.77,SSE
PEWA2,2019-09-02T12:57:00Z,13.02,148.0,16.5,SSE
PEWA2,2019-09-02T13:57:00Z,9.56,130.0,21.71,SE
PEWA2,2019-09-02T14:57:00Z,12.17,158.0,15.65,SSE
