"Sustained Wind Speed (kts)","Gust Factor","Year","Month","Day"
"1.303009765","1.3814151147209552","2015","05","05"
"0.701620678","1.9953802729856258","2015","05","05"
"0.902083707","1.6628168864599613","2015","05","05"
"1.202778309","1.2471126306285925","2015","05","05"
"1.303009765","2.609343365128196","2015","05","06"
"1.303009765","1.8418894420181107","2015","05","06"
"1.102546775","2.086079267702724","2015","05","06"
"1.503472813","1.6628168832740975","2015","05","06"
"1.603704347","1.3718238808265821","2015","05","06"
"1.603704347","1.4341795439430831","2015","05","06"
"1.703935783","1.349816109237727","2015","05","06"
"1.804167414","1.4411079619465959","2015","05","06"
"1.303009765","1.6116534122827544","2015","05","06"
"1.603704347","1.247112717341783","2015","05","06"
"1.002315338","2.1949179440771958","2015","05","06"
"1.403241337","1.282742559343518","2015","05","06"
"1.002315338","1.6960729608230338","2015","05","06"
"1.202778309","1.330253439081599","2015","05","06"
"1.403241337","1.4252716430630634","2015","05","06"
"1.403241337","1.4965352563584007","2015","05","06"
"1.603704347","1.4965351521866266","2015","05","06"
"1.603704347","1.309468380458284","2015","05","06"
"1.904398987","1.6803201355620128","2015","05","06"
"2.20509355","1.179088308974465","2015","05","06"
"2.20509355","1.179088308974465","2015","05","06"
"1.503472813","1.6628168832740975","2015","05","06"
"1.403241337","1.4252716430630634","2015","05","06"
"1.303009765","1.7651440770284632","2015","05","06"
"1.202778309","1.579676008274273","2015","05","06"
"1.202778309","1.4965329608384217","2015","05","06"
"1.703935783","1.2911284233532643","2015","05","07"
"1.804167414","1.219398989211541","2015","05","07"
"2.004630677","1.3967660303344742","2015","05","07"
"1.503472813","1.5297915260673225","2015","05","07"
"1.002315338","1.4965350365615175","2015","05","07"
"1.503472813","1.1972264270002468","2015","05","08"
"1.503472813","1.2637408681895468","2015","05","08"
"1.403241337","1.140217252593664","2015","05","08"
"1.403241337","1.282742559343518","2015","05","08"
"0.701620678","1.5677986004283642","2015","05","08"
"1.102546775","1.2697874518747743","2015","05","08"
"1.303009765","1.3814151147209552","2015","05","08"
"1.102546775","1.8139820743659607","2015","05","08"
"1.303009765","1.3046716829478249","2015","05","08"
"1.403241337","1.4252716430630634","2015","05","08"
"1.503472813","1.2637408681895468","2015","05","08"
"1.403241337","1.3540080297677262","2015","05","08"
"1.603704347","1.309468380458284","2015","05","08"
"1.303009765","1.3814151147209552","2015","05","08"
"0.902083707","1.6628168864599613","2015","05","08"
"1.002315338","1.7958394087749658","2015","05","08"
"1.403241337","1.4965352563584007","2015","05","08"
"1.303009765","1.5349079797571585","2015","05","08"
"1.804167414","1.3302534511910877","2015","05","08"
"2.305324986","1.1712014585348358","2015","05","08"
"2.305324986","1.1712014585348358","2015","05","08"
"2.305324986","1.1278236434296818","2015","05","08"
"2.20509355","1.0883891656206603","2015","05","08"
"2.305324986","1.2145793109449254","2015","05","08"
"2.505788054","1.1573205787978427","2015","05","08"
"2.505788054","1.2371357230518587","2015","05","08"
"2.104862113","1.4252715702712637","2015","05","08"
"1.703935783","1.2324408906435884","2015","05","08"
"1.804167414","1.274826244589295","2015","05","08"
"1.703935783","1.4085037434770509","2015","05","08"
"1.603704347","1.247112717341783","2015","05","08"
"1.603704347","1.247112717341783","2015","05","08"
"1.904398987","1.207730094744059","2015","05","08"
"1.503472813","1.9953803640877676","2015","05","08"
"0.902083707","1.7736713007720912","2015","05","08"
"1.503472813","1.4632788181983574","2015","05","08"
"1.904398987","1.207730094744059","2015","05","08"
"1.503472813","1.5297915260673225","2015","05","08"
"1.102546775","1.5418846452115376","2015","05","08"
"1.403241337","1.6390622969511337","2015","05","08"
"1.403241337","1.5677986836557964","2015","05","08"
"1.804167414","1.3856807065688417","2015","05","08"
"1.603704347","1.3718238808265821","2015","05","08"
"1.202778309","1.662816889059811","2015","05","08"
"1.303009765","1.6883986445028674","2015","05","08"
"1.102546775","1.723282931012156","2015","05","08"
"1.403241337","1.9241166254212192","2015","05","08"
"1.303009765","1.5349079797571585","2015","05","08"
"1.102546775","1.8139820743659607","2015","05","09"
"1.804167414","1.5519624239261425","2015","05","09"
"1.804167414","1.3856807065688417","2015","05","09"
"1.403241337","1.710325847534521","2015","05","09"
"1.904398987","1.4177701229789617","2015","05","09"
"1.303009765","1.6883986445028674","2015","05","09"
"0.701620678","2.7080160228686987","2015","05","09"
"0.701620678","2.850543247529543","2015","05","09"
"0.601389164","2.161661848632843","2015","05","09"
"0.601389164","1.9953800913512967","2015","05","09"
"1.804167414","1.7736713007720912","2015","05","10"
"1.303009765","1.5349079797571585","2015","05","10"
"1.603704347","1.4341795439430831","2015","05","10"
"1.904398987","1.4177701229789617","2015","05","10"
"1.703935783","1.2911284233532643","2015","05","10"
"1.904398987","1.207730094744059","2015","05","10"
"1.303009765","1.4581625472315627","2015","05","10"
"1.303009765","1.5349079797571585","2015","05","10"
"1.804167414","1.1639718784988542","2015","05","10"
"1.804167414","1.274826244589295","2015","05","10"
"1.904398987","1.1552200647122062","2015","05","10"
"1.703935783","1.2911284233532643","2015","05","10"
"1.503472813","1.3302535760585117","2015","05","10"
"1.202778309","1.330253439081599","2015","05","10"
"1.102546775","1.6325814240398102","2015","05","10"
"1.804167414","1.274826244589295","2015","05","10"
"1.303009765","1.6116534122827544","2015","05","10"
"1.102546775","1.723282931012156","2015","05","11"
"1.202778309","1.579676008274273","2015","05","11"
"1.403241337","1.3540080297677262","2015","05","11"
"1.503472813","1.3302535760585117","2015","05","11"
"1.503472813","1.2637408681895468","2015","05","11"
"1.503472813","1.1972264270002468","2015","05","11"
