"Sustained Wind Speed (kts)","Gust Factor","Year","Month","Day"
"14.43333932","1.385705462649651","2018","12","13"
"15.23527809","1.3783588127468176","2018","12","13"
"12.72931683","1.4690787360974187","2018","12","13"
"12.72931683","1.4219071095271023","2018","12","13"
"11.72708819","1.6628761960389078","2018","12","13"
"12.32854228","1.5492584059175567","2018","12","13"
"13.13028622","1.4013177322801724","2018","12","13"
"10.32389017","1.7338465709384816","2018","12","13"
"6.615215575","2.5244809017429493","2018","12","13"
"9.922920779","1.6326164846831135","2018","12","13"
"10.2235504","1.594383132302062","2018","12","13"
"12.02771782","1.779174504278485","2018","12","13"
"14.33319439","1.5209454596673477","2018","12","13"
"11.82723312","1.6910427770447123","2018","12","13"
"14.53348425","1.7063845450549822","2018","12","13"
"5.713131868","1.925453582056195","2018","12","13"
"11.5266035","1.5876117053909244","2018","12","13"
"11.42645857","2.1967652983841344","2018","12","13"
"11.42645857","2.1528086982771955","2018","12","13"
"13.33077091","1.567847550686024","2018","12","13"
"16.83896081","1.6390811547948487","2018","12","13"
"16.23750673","1.2871813922875583","2018","12","13"
"16.03702204","1.4404709491812857","2018","12","13"
"15.83653734","1.6101524116382375","2018","12","13"
"14.43333932","1.6904691512511325","2018","12","13"
"15.33542302","1.4476682482802488","2018","12","13"
"16.23750673","1.8414528743354677","2018","12","13"
"18.04167414","1.502023804981548","2018","12","13"
"15.53590772","1.6027717600269062","2018","12","13"
"14.53348425","1.3967252876749081","2018","12","13"
"17.23973537","1.4790968795479835","2018","12","13"
"15.83653734","1.578601237964814","2018","12","13"
"14.73396894","1.5609639353563074","2018","12","13"
"10.52437486","2.5654693137754694","2018","12","13"
"15.23527809","1.5818672227465722","2018","12","13"
"1.904390278","2.310482909848167","2018","12","13"
"6.114101256","2.2898011684482973","2018","12","13"
"3.10722051","3.6367444742439603","2018","12","13"
"6.515070645","2.2102301041127084","2018","12","13"
"9.722436085","2.180476597085287","2018","12","13"
"5.612986938","3.0464554147159504","2018","12","13"
"7.016184963","1.867085444451958","2018","12","13"
"3.908964453","3.223399862418754","2018","12","13"
"6.515070645","3.115742879254688","2018","12","13"
"5.312357313","2.5977566750318477","2018","12","13"
"4.410273606","2.539578212282007","2018","12","13"
"7.818123741","1.96978168166346","2018","12","13"
"5.212017549","2.5710739601348953","2018","12","13"
"4.109449147","2.944342352753781","2018","12","13"
"6.013956326","2.3611645928670484","2018","12","13"
"8.419382989","1.9241699850411687","2018","12","13"
"9.120982002","1.9844251524705507","2018","12","13"
"10.72485956","1.5478107677896717","2018","12","13"
"3.508189899","4.190081638451237","2018","12","13"
"8.920692142","2.006575418708133","2018","12","13"
"5.212017549","2.5517338007719745","2018","12","13"
"4.309933842","3.178767912048149","2018","12","13"
"11.92757289","2.154669062768561","2018","12","13"
"11.22597388","1.888436992336918","2018","12","13"
"10.02306571","2.17498393812286","2018","12","13"
"12.22820251","2.0444196462690085","2018","12","13"
"11.42645857","2.039190774399316","2018","12","13"
"13.23062598","1.7081175980760361","2018","12","13"
"11.82723312","1.800957618226096","2018","12","13"
"9.922920779","2.0760842678093097","2018","12","13"
"8.218898295","2.3969831031958275","2018","12","13"
"10.92514942","1.7849363015851547","2018","12","13"
"15.73639241","1.6014033142682669","2018","12","13"
"16.03702204","1.5027844309179488","2018","12","13"
"18.54278846","1.4776935442642696","2018","12","13"
"17.23973537","1.4560111934015145","2018","12","13"
"16.33765166","1.560765238521434","2018","12","13"
"17.64070476","1.4341475918448512","2018","12","13"
"15.93687711","1.5122277014282632","2018","12","13"
"18.04167414","1.3856572985415863","2018","12","13"
"16.73862105","1.5831829480362125","2018","12","13"
"16.33765166","1.7016617460431278","2018","12","13"
"16.03702204","1.5838461427967208","2018","12","13"
"15.43556795","1.5030174293003582","2018","12","13"
"16.1373618","1.4872477340131272","2018","12","13"
"12.6291719","1.9636848010596801","2018","12","13"
"8.519722754","1.572877778647021","2018","12","13"
"8.619867684","1.8097564872087424","2018","12","13"
"2.104797039","2.042931003952253","2018","12","13"
"6.114101256","1.4556603296790411","2018","12","13"
"2.004652109","3.6914274710196118","2018","12","14"
"3.006880746","2.6605830539313313","2018","12","14"
"5.111872619","1.6628084305948159","2018","12","14"
"6.114101256","1.3248043967298013","2018","12","14"
"6.114101256","1.5537276630277648","2018","12","14"
"5.813471632","1.5653158320941816","2018","12","14"
"6.314585951","1.6469658851271214","2018","12","14"
"8.018608435","1.621214535586685","2018","12","14"
"7.316814588","1.4213709415373805","2018","12","14"
"4.610563466","2.3640427163355304","2018","12","14"
"10.2235504","1.5258751460744986","2018","12","14"
"10.92514942","1.5011408951512535","2018","12","14"
"12.52902697","1.5005395865948878","2018","12","14"
"1.50347934","4.190274302006704","2018","12","14"
"5.312357313","2.6730018150795276","2018","12","14"
"15.93687711","1.468279640263851","2018","12","14"
"7.316814588","2.1320564123060706","2018","12","15"
"14.8343087","1.5437275381764168","2018","12","15"
"14.73396894","1.5609639353563074","2018","12","15"
"13.7317403","1.7987996481407384","2018","12","15"
"17.34007513","1.5974259870464587","2018","12","15"
"17.34007513","1.5974259870464587","2018","12","15"
"16.33765166","1.43226166630119","2018","12","15"
"16.23750673","1.6751232650605343","2018","12","15"
"18.44264353","1.4260664333297992","2018","12","15"
"17.44022006","1.5251735711183452","2018","12","15"
"16.93910574","1.4582026937627466","2018","12","15"
"19.34472724","1.3802744592226155","2018","12","15"
"19.04390278","1.6225170594995024","2018","12","15"
"18.24215884","1.5020458400964127","2018","12","15"
"19.14424255","1.5879132183268332","2018","12","15"
"19.34472724","1.7214012933273075","2018","12","15"
"18.34230377","1.45016476902454","2018","12","15"
"18.24215884","1.6006991741554204","2018","12","15"
"17.94152921","1.6107625203927642","2018","12","15"
"15.63605265","1.7331115881091639","2018","12","15"
"16.33765166","1.6158685911167237","2018","12","15"
"14.43333932","1.5727660672776314","2018","12","15"
"17.13959044","1.750314095019881","2018","12","15"
"15.0347934","1.72265997549391","2018","12","15"
"15.73639241","1.474285023882421","2018","12","15"
"16.03702204","1.6399824614819822","2018","12","15"
"20.54724574","1.4697605534161484","2018","12","15"
"18.84361292","1.4647097373086986","2018","12","15"
"18.84361292","1.576123966040372","2018","12","15"
"19.74647597","1.4433300789112906","2018","12","15"
"18.34230377","1.744556270643423","2018","12","15"
"19.34472724","1.654155195004962","2018","12","15"
"19.54579644","1.5297715563439072","2018","12","15"
"19.14424255","1.4103436414098294","2018","12","15"
"20.14588668","1.6231390769443164","2018","12","15"
"21.24864992","1.3930676420123356","2018","12","15"
"21.95005409","1.3303023523437705","2018","12","15"
"19.54579644","1.4581489583956806","2018","12","15"
"20.94860479","1.6278523048121334","2018","12","15"
"20.84729086","1.578115865075046","2018","12","15"
"19.34472724","1.6128731882807357","2018","12","15"
"21.44932944","1.519884932123081","2018","12","15"
"21.55064338","1.4988283760463768","2018","12","15"
"22.55209268","1.6229274493208583","2018","12","15"
"19.74647597","1.5597716725147897","2018","12","15"
"21.04797039","1.3920236173422325","2018","12","15"
"21.55064338","1.633303978881024","2018","12","15"
"21.65000897","1.6258077134644255","2018","12","15"
"21.95005409","1.4168434630039675","2018","12","15"
"21.65000897","1.4134003067805658","2018","12","15"
"21.55064338","1.6101588527144937","2018","12","15"
"21.34996385","1.5690847659210438","2018","12","15"
"22.35141315","1.4137563373705524","2018","12","15"
"23.25349686","1.393329326125275","2018","12","15"
"21.8506885","1.441619960853865","2018","12","15"
"24.35626009","1.4123745715839087","2018","12","15"
"24.2568945","1.3975614673180854","2018","12","15"
"20.44788015","1.5600696764647264","2018","12","15"
"23.95490104","1.4568970120863418","2018","12","15"
"25.75906845","1.4596697471022093","2018","12","15"
"25.65970286","1.4458496184628071","2018","12","15"
"23.55354198","1.490208492625193","2018","12","15"
"22.95345174","1.5466208190437507","2018","12","15"
"23.15413127","1.6065873707901805","2018","12","15"
"24.35626009","1.5190866829834384","2018","12","15"
"21.34996385","1.4894318675860425","2018","12","15"
"22.25204756","1.4740386057308963","2018","12","15"
"19.24438748","1.839470605483776","2018","12","15"
"23.15413127","1.5461639533151008","2018","12","15"
"22.95345174","1.6119262047861393","2018","12","15"
"24.75761915","1.5469685743186656","2018","12","15"
"24.75761915","1.4540957049175707","2018","12","15"
"25.75906845","1.3510100540922316","2018","12","15"
"25.65970286","1.4380605754216438","2018","12","16"
"23.75422151","1.4355862841324492","2018","12","16"
"24.45562569","1.3984634175188833","2018","12","16"
"21.24864992","1.482465418678233","2018","12","16"
"20.44788015","1.5356338260814777","2018","12","16"
"18.84361292","1.5973830553509374","2018","12","16"
"19.54579644","1.350648373477075","2018","12","16"
"20.14588668","1.5735347737992935","2018","12","16"
"19.34472724","1.4215564659468416","2018","12","16"
"19.74647597","1.4179382423749","2018","12","16"
"19.84584156","1.5015202620613886","2018","12","16"
"19.44487217","1.5016919800095554","2018","12","16"
"20.74792527","1.5037933428993886","2018","12","16"
"19.94520715","1.4689880962203994","2018","12","16"
"23.05281733","1.5312844974510542","2018","12","16"
"20.74792527","1.4507700210161785","2018","12","16"
"22.8521378","1.5140827196482247","2018","12","16"
"22.75277221","1.4635596129848478","2018","12","16"
"22.05136803","1.709668720721088","2018","12","16"
"22.8521378","1.4178007936745418","2018","12","16"
"21.74937457","1.6322440084767917","2018","12","16"
"19.04390278","1.4965778311960065","2018","12","16"
"18.44264353","1.713390596017229","2018","12","16"
"18.84361292","1.5071356857398235","2018","12","16"
"18.14181907","1.576454152676102","2018","12","16"
"17.03944551","1.6080663413559635","2018","12","16"
"19.64516203","1.5626846224591815","2018","12","16"
"19.24438748","1.6212826691639655","2018","12","16"
"19.64516203","1.4202081966742626","2018","12","16"
"16.73862105","1.5891011948083982","2018","12","16"
"17.64070476","1.4965104018894086","2018","12","16"
"19.34472724","1.4112247343323099","2018","12","16"
"20.74792527","1.4700778811895152","2018","12","16"
"18.44264353","1.4043451410785903","2018","12","16"
"17.74104452","1.5670529893918559","2018","12","16"
"18.94375785","1.4833426869421265","2018","12","16"
"17.44022006","1.5194934082729687","2018","12","16"
"19.34472724","1.4991342964006558","2018","12","16"
"20.14588668","1.5337650623576327","2018","12","16"
"21.65000897","1.399552884804186","2018","12","16"
"21.95005409","1.5034241626326674","2018","12","16"
"21.95005409","1.6902041078296042","2018","12","16"
"22.25204756","1.4470540062965782","2018","12","16"
"24.35626009","1.5232253003092315","2018","12","16"
"23.65485592","1.6825289870545954","2018","12","16"
"24.05621497","1.5255713995641933","2018","12","16"
"24.65630522","1.378939953356077","2018","12","16"
"23.15413127","1.4943349222015532","2018","12","16"
"24.95829868","1.4103025222711214","2018","12","16"
"26.06106192","1.3506261444007956","2018","12","16"
"25.65970286","1.4497102746263058","2018","12","16"
"24.15558057","1.511021807330545","2018","12","16"
"22.95345174","1.4812397174561076","2018","12","16"
"24.55693962","1.522985720889271","2018","12","16"
"24.05621497","1.4009118467733745","2018","12","16"
"23.75422151","1.5660010101505533","2018","12","16"
"23.75422151","1.5239317438696394","2018","12","16"
"24.85698474","1.516697804031399","2018","12","16"
"23.45417639","1.5050804263180524","2018","12","16"
"23.85553545","1.5049288855933016","2018","12","16"
"23.75422151","1.612313785315038","2018","12","16"
"24.75761915","1.518713600940097","2018","12","16"
"22.65145827","1.3950294772787712","2018","12","16"
"25.2583438","1.5360833017088003","2018","12","16"
"23.3548108","1.5371944002218165","2018","12","16"
"23.95490104","1.4819633890668749","2018","12","16"
"22.8521378","1.3740708508242934","2018","12","16"
"22.75277221","1.4679135127683856","2018","12","16"
"22.35141315","1.5434919245810639","2018","12","16"
"24.75761915","1.3774036341454907","2018","12","16"
"22.45272709","1.5188014557567047","2018","12","16"
"22.35141315","1.530117923662469","2018","12","16"
"21.14928432","1.593464631241952","2018","12","16"
"23.55354198","1.4562294367074213","2018","12","16"
"22.45272709","1.5499569526901509","2018","12","16"
"23.65485592","1.5895143499145017","2018","12","16"
"24.15558057","1.5069207554136628","2018","12","16"
"25.05766427","1.4885986458306075","2018","12","16"
"22.15073362","1.6117308100245213","2018","12","16"
"24.15558057","1.4862356247643689","2018","12","16"
"22.55209268","1.5386580621306667","2018","12","16"
"23.25349686","1.492246926512368","2018","12","17"
"22.15073362","1.4852528595393764","2018","12","17"
"23.55354198","1.4308097087315443","2018","12","17"
"24.05621497","1.608725932082906","2018","12","17"
"23.3548108","1.5071306670572557","2018","12","17"
"24.75761915","1.5752586471950798","2018","12","17"
"23.55354198","1.5284303184874957","2018","12","17"
"23.55354198","1.3416008520855172","2018","12","17"
"22.75277221","1.4943042569141074","2018","12","17"
"22.55209268","1.5121095445054722","2018","12","17"
"22.25204756","1.5594052244601617","2018","12","17"
"19.44487217","1.6148450941449413","2018","12","17"
"22.95345174","1.4377027936278488","2018","12","17"
"19.14424255","1.681963362400044","2018","12","17"
"17.84118945","1.4741413375889014","2018","12","17"
"18.14181907","1.4441090256116196","2018","12","17"
"20.04652109","1.52151417610386","2018","12","17"
"21.34996385","1.5175566262141467","2018","12","17"
"21.24864992","1.5671602014891683","2018","12","17"
"21.44932944","1.398629584851022","2018","12","17"
"21.55064338","1.5173364123479824","2018","12","17"
"19.24438748","1.7147982352930675","2018","12","17"
"18.14181907","1.4937324606445874","2018","12","17"
"17.34007513","1.3956680175006833","2018","12","17"
"19.34472724","1.6490342497070019","2018","12","17"
"18.14181907","1.416614960210823","2018","12","17"
"17.74104452","1.4542984496157503","2018","12","17"
"18.84361292","1.6557648489417176","2018","12","17"
"18.74327316","1.520581943010001","2018","12","17"
"18.84361292","1.4222376745785965","2018","12","17"
"19.04390278","1.517522072227256","2018","12","17"
"16.83896081","1.7518899018092078","2018","12","17"
"18.74327316","1.461887609815958","2018","12","17"
"16.93910574","1.6293908163536857","2018","12","17"
"16.1373618","1.5988222771333045","2018","12","17"
"16.1373618","1.4376530654471662","2018","12","17"
"16.43799142","1.8675756560286612","2018","12","17"
"16.53813635","1.5479398336197658","2018","12","17"
"16.93910574","1.387254784324878","2018","12","17"
"18.04167414","1.5242278447447892","2018","12","17"
"17.03944551","1.7077672705325022","2018","12","17"
"15.93687711","1.5122277014282632","2018","12","17"
"18.14181907","1.3394495605009913","2018","12","17"
"17.23973537","1.6067234232725929","2018","12","17"
"16.53813635","1.6265978760055393","2018","12","17"
"17.44022006","1.5022037892794797","2018","12","17"
"18.44264353","1.5128102484123649","2018","12","17"
"16.23750673","1.441095149587661","2018","12","17"
"18.34230377","1.4066266627967856","2018","12","17"
"19.84584156","1.451166001851322","2018","12","17"
"17.54055983","1.4651740052244386","2018","12","17"
"18.84361292","1.6186421441308187","2018","12","17"
"17.64070476","1.8366487932764428","2018","12","17"
"17.23973537","1.8620269157878613","2018","12","17"
"19.74647597","1.3167229494266062","2018","12","17"
"17.13959044","1.4760781092503166","2018","12","17"
"18.04167414","1.3912925970848955","2018","12","17"
"15.83653734","1.509133784544848","2018","12","17"
"14.63382401","1.5579885062455388","2018","12","17"
"13.23062598","1.609927271936985","2018","12","17"
"12.22820251","1.578315559806672","2018","12","17"
"13.7317403","1.6531237719373415","2018","12","17"
"16.03702204","1.6586223205065822","2018","12","17"
"17.23973537","1.421130637111398","2018","12","17"
"15.83653734","1.5344295952008915","2018","12","17"
"15.73639241","1.4361274478411408","2018","12","17"
"17.03944551","1.4731258511474883","2018","12","17"
"17.94152921","1.577391639739721","2018","12","17"
"18.04167414","1.4521249223715331","2018","12","17"
"18.74327316","1.6912869470232912","2018","12","17"
"17.03944551","1.4378352919771742","2018","12","17"
"18.14181907","1.5599768728153234","2018","12","17"
"16.83896081","1.5796320812269888","2018","12","17"
"18.54278846","1.5855728583337352","2018","12","17"
"16.73862105","1.7086082494232704","2018","12","17"
"16.83896081","1.6390811547948487","2018","12","17"
"18.44264353","1.5290187610105588","2018","12","17"
"16.83896081","1.6093050126886066","2018","12","17"
"16.1373618","1.5616128133162386","2018","12","17"
"16.93910574","1.712035127776468","2018","12","17"
"17.74104452","1.5444726926371526","2018","12","17"
"16.1373618","1.5739980186848137","2018","12","17"
"15.93687711","1.530984690513184","2018","12","17"
"17.23973537","1.6416039789826544","2018","12","17"
"17.13959044","1.4645185226491328","2018","12","17"
"17.13959044","1.4469256425242796","2018","12","17"
"17.13959044","1.4994507826757615","2018","12","17"
"17.23973537","1.4501137583296908","2018","12","17"
"16.33765166","1.4567815947668454","2018","12","17"
"16.93910574","1.4522005929694375","2018","12","17"
"16.83896081","1.5143000258577122","2018","12","17"
"16.63847612","1.4304429124606635","2018","12","17"
"16.23750673","1.60127034971212","2018","12","17"
"17.13959044","1.4294341627220355","2018","12","17"
"17.03944551","1.4085114891746264","2018","12","17"
"14.53348425","1.4242890867687148","2018","12","17"
"13.63140054","1.5405372146742011","2018","12","17"
"13.63140054","1.4891562250286572","2018","12","17"
"15.53590772","1.3260132649655052","2018","12","17"
"14.53348425","1.4999849007301878","2018","12","17"
"14.53348425","1.403720872370987","2018","12","17"
"14.93445363","1.4396963988564742","2018","12","17"
"14.8343087","1.4897764491040961","2018","12","17"
"14.53348425","1.5206129073969306","2018","12","17"
"15.33542302","1.4215458485604917","2018","12","17"
"17.03944551","1.4671590947797222","2018","12","17"
"16.33765166","1.6343250233063178","2018","12","17"
"16.23750673","1.4595583782708","2018","12","17"
"16.73862105","1.4636758928239195","2018","12","17"
"15.93687711","1.424386105465803","2018","12","17"
"15.83653734","1.5154988906179665","2018","12","17"
"15.63605265","1.5284838229295679","2018","12","17"
"15.63605265","1.5541039752126955","2018","12","17"
"14.53348425","1.3967252876749081","2018","12","17"
"15.73639241","1.556895346256811","2018","12","17"
"14.43333932","1.4480790658775977","2018","12","17"
"14.93445363","1.6002897810731627","2018","12","17"
"15.13493833","1.4668447598491139","2018","12","17"
"16.33765166","1.4445482246253254","2018","12","17"
"16.93910574","1.4582026937627466","2018","12","17"
"16.33765166","1.530181813779717","2018","12","17"
"15.93687711","1.4620636614797866","2018","12","17"
"15.53590772","1.4803894664225001","2018","12","17"
"16.33765166","1.5852851663750067","2018","12","17"
"17.84118945","1.4069268049838457","2018","12","17"
"18.14181907","1.4386485318420716","2018","12","17"
"15.13493833","1.6121053378616572","2018","12","17"
"16.83896081","1.5558421303790657","2018","12","17"
"18.84361292","1.5655174793306037","2018","12","17"
"19.24438748","1.5277671025152317","2018","12","17"
"17.84118945","1.507797310005023","2018","12","17"
"17.34007513","1.724364122752218","2018","12","17"
"17.44022006","1.5997630789069295","2018","12","17"
"19.84584156","1.461280640194731","2018","12","17"
"18.34230377","1.613799826410791","2018","12","17"
"18.64312823","1.5180294761079376","2018","12","17"
"18.84361292","1.5230915308994788","2018","12","17"
"21.95005409","1.4715551810287135","2018","12","17"
"20.04652109","1.451593881020879","2018","12","17"
"15.83653734","1.5912765788989072","2018","12","17"
"18.64312823","1.5233431390714627","2018","12","17"
"19.44487217","1.4399314732034054","2018","12","18"
"18.44264353","1.4748333255888721","2018","12","18"
"19.54579644","1.5144333837132706","2018","12","18"
"19.74647597","1.423043013482066","2018","12","18"
"19.34472724","1.4939235095671475","2018","12","18"
"18.84361292","1.5496077484699253","2018","12","18"
"21.04797039","1.4205931919310346","2018","12","18"
"22.05136803","1.387674872523544","2018","12","18"
"20.64855967","1.3802746136045623","2018","12","18"
"20.14588668","1.4891211891796465","2018","12","18"
"18.44264353","1.4748333255888721","2018","12","18"
"18.84361292","1.432844161288365","2018","12","18"
"18.44264353","1.4260664333297992","2018","12","18"
"18.34230377","1.5483268533830414","2018","12","18"
"17.84118945","1.4684427141711673","2018","12","18"
"19.24438748","1.5017127897697058","2018","12","18"
"17.44022006","1.4564137042201977","2018","12","18"
"17.94152921","1.5829130921666852","2018","12","18"
